Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.97098832,12.38122333,13.91871381,12.98289398,14.91223942,13.19737863,12.91063446,12.86192561,12.2770379,11.93442022,12.95453314,12.6396354,12.80416629,14.13030388,13.12890347,14.25844841,13.5010618,14.00031183,13.60664008,14.28848113,16.41211167,14.88710948,13.51870806,13.57291436,13.55683153,15.22188677,14.97230474,15.45714226,15.95282548,15.11757359,15.11478788,16.02838211,16.65824041,17.53960232,17.97212703,17.87066952,18.8901429,19.12748242,19.55756568,18.29474419,19.39022808,22.1523264,20.72666126,19.05721273,17.16246822,18.22437279,19.85353922,20.18350393,20.14887732,23.01098506,19.79626197,21.43724723,21.4931587,19.97656887,21.08760339,20.06612629,19.27874425,21.25661748,21.89409054,24.159678,24.02673916,22.05667598,25.53158803,26.79924113,24.70520931
Austria,AUT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,27.49946775,27.14166454,27.03656499,27.02522055,29.22885463,28.20510957,28.86558791,28.06387905,29.22958068,31.0022057,31.81769622,33.13042749,31.86631131,30.59804689,32.87980224,35.05864072,32.12353727,31.52970158,33.20096949,35.15289114,35.83778525,34.72650653,33.28564244,31.58762189,32.28498922,33.66500092,34.43773558,37.21443359,38.56159062,39.50931259,43.59109146,44.85181018,45.65105339,44.82572259,47.2191991,48.95115167,51.20315593,52.89048324,53.59839134,45.48691068,51.58398211,54.29207688,54.32549244,53.88982099,53.8561571,53.39601227,52.66340208,54.32602968,55.70223947,55.89580739,51.66308997,55.9533597,61.96267341,59.46456662,56.92343642
Azerbaijan,AZE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.86084584,45.65868263,86.20360573,57.46242038,24.72111022,32.48664355,24.92863939,29.03460723,22.69952915,27.97012,40.17083148,41.49860787,42.76783505,42.00657665,48.78900846,62.94110601,66.50414484,68.12891169,65.77613785,51.63574568,54.30472154,56.42698053,52.97468019,48.41583308,43.27355666,37.79477749,46.42764939,48.54786473,54.09229386,49.0506275,35.62355587,46.48874717,59.98684807,48.9964135,45.90254636
Burundi,BDI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.49999962,12.93103499,13.11475373,7.518797057,14.0939593,10.3479635,10.77615982,10.80058971,10.29569557,9.658715376,10.68877683,8.435749897,11.73444345,11.0161732,9.753397451,8.275645724,13.72648388,17.59561023,11.70769278,14.16264464,8.809380565,9.143350509,10.211975,9.045580083,11.50400691,11.02661916,11.7232284,9.744902936,12.59077005,9.74574399,7.872992294,9.917377701,8.749180522,9.381960846,10.27176505,12.92634285,5.820321019,9.835472579,7.999750125,7.575757576,6.318970594,5.179202165,4.685804181,6.381414025,6.952748287,6.200000166,7.3,6.800000136,10.50000026,6.600000274,9.700001639,8.800000284,9.69609532,9.095256069,8.696021194,6.417273565,6.38452219,6.026574329,5.685654314,5.172039999,4.54932,5.00029,4.971098508,5.288947695,
Belgium,BEL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,44.95627649,43.76746309,44.13727799,48.03194386,52.89335806,45.91603657,48.55438286,47.50725022,45.76164418,49.9224385,50.11728048,54.06352206,58.10331181,60.39562658,64.41235168,62.45432742,57.28304983,55.86776307,59.40808324,63.56674894,61.61369096,60.22965488,58.80893033,56.10774116,58.42495935,60.11437172,61.19239096,64.78658108,64.17434502,64.56305952,72.54739516,71.61195892,70.8312977,69.03650851,70.90627745,74.28282892,76.80499706,78.3018047,80.88061998,68.59607707,75.82828987,80.27136435,80.04897213,78.91141344,79.39652058,77.87773922,79.61813171,83.44440505,83.48305672,82.96742754,79.19687056,89.62535511,95.2395955,84.18063186,79.21991114
Benin,BEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.123913813,4.583489549,3.517823197,3.821360213,5.137338272,7.267563064,6.84654487,7.66582205,9.334642587,11.77321922,15.17657983,17.78579859,14.38440221,15.66197565,14.31675614,14.52824593,12.99124631,16.17890261,16.52508821,17.51637947,15.81651288,15.93050046,17.77103583,13.76428919,19.57937532,23.65261835,16.67592095,15.26752812,13.80373921,13.49542898,19.18130301,21.00248606,23.23914805,22.46438304,28.32701862,27.3689425,26.49881155,27.17613459,27.09293955,23.00953079,20.60530255,19.86857881,19.72661078,18.64429725,18.51354757,18.48363998,18.05792571,22.04285312,22.14072027,19.92796684,23.07204807,20.8496515,23.89673687,27.57056532,31.43084112,24.72045121,27.60678807,27.20559478,27.27423062,29.63052719,19.87247043,20.91880618,20.81533005,20.00351909,18.84015692
Burkina Faso,BFA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.861965447,5.428886039,5.531983697,5.579492081,2.798836183,4.652596543,5.05173085,4.928506232,6.204738147,5.817213741,5.455240233,5.511467517,6.399727195,6.31179758,8.320763173,7.348254348,8.205252445,7.960266865,7.468419216,8.246134387,8.950521024,9.276410607,8.195716128,7.884149398,10.96091363,9.921464694,8.990563134,11.3588168,10.99870019,8.748862592,10.96669141,10.44754844,8.846480369,8.951543281,14.20162115,14.14055654,10.56360521,10.812531,12.80810302,8.354005506,8.844717485,9.044082767,8.865365632,9.220431658,10.8815873,9.841847478,10.9568635,10.34854222,10.14932705,13.78897086,20.51584886,26.19550052,26.59808542,27.07698545,26.93200415,26.10764554,25.9159648,26.45238564,28.07890614,29.25769566,31.77686569,32.79707352,31.74484289,28.86229551,28.48732743
Bangladesh,BGD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.996685298,10.78235341,10.74675128,9.983485122,10.02841242,9.662716409,10.28428083,9.306142123,8.33080893,8.145992413,8.313112893,6.291487317,5.674730403,6.539409334,3.701075465,2.895078894,4.746081768,7.040751965,5.557663161,6.109219481,5.494283791,5.130863153,5.075299866,5.603849031,3.396255135,5.3844786,5.182931963,4.990049639,5.428300965,5.540143718,5.908316487,6.662611969,7.58667691,9.017269036,9.001543646,10.86463421,9.70650765,10.52037056,11.75733123,11.75864239,12.34420123,13.38655921,12.40996893,11.4311487,11.14650895,14.3928419,16.35346357,16.99533485,17.65885848,16.94013291,16.02411269,19.92207496,20.16158886,19.53787411,18.98966,17.33667379,13.92120448,12.81974689,12.67478794,13.09475734,10.44278806,10.6627789,12.88222643,13.15716383,10.46118804
Bulgaria,BGR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,35.70780505,35.63843555,34.28290766,37.14824281,40.13116141,42.7951269,40.03363952,40.78529918,45.5656655,46.42059466,33.11919208,43.47826087,47.11155378,38.20675811,45.04756469,32.33953422,48.49705483,49.57618754,41.94134566,42.7497878,36.21885676,34.88131742,33.64730372,34.41694588,40.95664027,42.52956575,46.97787863,52.35503435,52.47765905,42.21885009,50.09804494,58.78820752,60.34627469,64.56497865,64.55081095,63.78641724,63.86093053,66.99052142,65.76513413,64.18228708,56.42407172,61.82065731,69.9770907,61.88531597,55.80716381
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,109.1487994,115.3237089,104.6399422,85.02811491,84.85605723,89.50271349,86.81220645,90.02877944,83.84622978,86.75366334,101.627082,74.75714061,74.21084388,73.76460922,71.40648253,72.10765646,77.31669799,69.54510878,56.81654418,69.36082764,79.18066703,73.61076132,72.5085663,72.063072,78.60514596,83.89404821,84.63894426,79.67952923,82.57734838,68.46559387,66.70271504,95.63634876,98.26563623,100.8266516,92.22553572,79.34410357,70.5882907,72.25386214,75.71537268,73.09442399,70.45443582,86.27421867,95.9613654,87.35114395,
"Bahamas, The",BHS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,82.65077139,82.66458433,68.87172584,70.38118775,67.38170347,65.78597225,66.56855956,63.58826123,64.79079867,63.81799798,61.32277308,,53.83148269,54.16077069,50.9510922,50.24702477,51.96668823,51.02147898,49.54913969,48.03768357,36.88040478,34.65716017,36.45688956,38.04756286,34.07258864,36.17545456,35.81023417,38.2152311,38.75988695,38.30927734,40.09195411,39.49363481,34.19067999,34.95328732,37.43526853,38.12730868,39.85661509,37.36298265,35.83158748,32.85188832,31.72597193,35.25180979,34.98079385,23.27369924,27.9712553,37.15891428,37.81145024,37.7835885
Bosnia and Herzegovina,BIH,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44828942,20.41173902,23.61770625,27.8336349,27.30319723,27.64394678,21.88381875,22.06871965,19.12601216,20.58798523,22.5362424,24.31642289,26.2583452,27.10155544,26.84806892,25.00937879,29.69554219,32.03597181,32.35054144,33.74304682,33.98912011,35.11487563,35.90870939,40.32441117,41.98456356,40.04007111,34.18149214,42.57332144,48.30710235,43.93175001,42.82095628
Belarus,BLR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95842956,33.33333333,59.7826087,67.6142132,71.2696004,49.66516478,46.34980374,59.8598806,59.0511293,59.20334137,69.21082134,66.74760674,63.62751594,65.15637991,67.88633336,59.79780872,60.06131177,60.94305272,60.93775522,48.87646182,51.37288535,78.46536152,78.77690728,58.33357811,54.94100406,58.01076657,62.50934712,66.7896002,70.45504526,65.09458399,61.01209718,70.83175504,63.05118689,66.02672857,65.06394503
Belize,BLZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,34.56630808,32.5877442,28.54473889,29.18807458,37.42013363,29.11680508,33.50224141,37.16949906,38.21962083,35.20973315,40.8480307,35.92363088,41.005386,38.45387527,41.49941732,40.16848788,41.7229829,43.79436684,43.14147391,44.03899025,42.84836246,41.86562074,43.58655044,44.54121782,42.26005639,45.69646429,51.78644377,50.55357038,53.8271321,45.42493337,50.72463768,56.86762814,59.57368807,56.08166277,55.489302,51.57201158,47.29488439,49.79481975,51.56437371,51.85696939,37.71691509,47.73708455,53.27220993,55.29208471,
Bermuda,BMU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.79499274,52.53924198,50.51254369,51.61319109,51.16124321,49.97083946,49.33005658,48.53814925,51.47915638,51.7434244,47.13465123,47.90012726,50.29884889,50.23129083,56.31054988
Bolivia,BOL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.20897522,16.3998358,15.14923972,16.9804742,20.3001702,21.46239554,21.25786164,22.4969373,19.78021978,20.41832669,24.59857639,21.38905962,21.11244019,27.7144666,35.29243801,25.9383183,27.67666051,26.77412861,22.59514375,24.17470347,24.52745396,23.26632609,29.06437888,28.31678675,23.65486344,19.04993347,21.32401227,19.63047537,18.76744688,22.49821611,22.77698214,21.47934686,20.04576178,19.08076519,21.66331174,22.55142162,22.58187058,21.11060289,19.69868489,16.88089935,18.27474497,19.97214923,21.63445508,25.60073445,31.13839052,35.54814293,41.77171427,41.79565675,44.90655599,35.72262483,41.18745614,44.09170185,47.16619662,44.09247953,43.29308799,30.86829603,24.48800554,24.90414437,25.98879506,24.96726228,20.27258979,27.82534591,32.61155485,25.53223982,
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.281813562,6.420216755,4.008478718,8.933145444,6.460996665,7.503164431,6.530203908,5.677192175,5.990874444,6.671565384,7.029425605,6.4572205,7.272113964,7.844873429,7.673127811,7.218006826,7.013163072,7.245261155,6.692986079,7.240780049,8.962394873,9.622840371,7.900484525,12.24375557,15.03541254,12.9485791,9.21727907,9.828482027,11.66735855,8.929609672,8.197236485,8.677636599,10.86831166,10.50327166,9.513076427,7.528875038,6.730209683,6.983649575,7.030500339,9.564898261,10.188048,12.37171067,14.23059027,15.18078371,16.54576151,15.24382927,14.3743163,13.3276751,13.53400051,10.85137113,10.86558478,11.58251268,11.87753907,11.74223065,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919,16.45355201,19.10943037,19.630765,17.9693243,18.01467998
Barbados,BRB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,41.68068163,42.14696927,43.62835776,44.54331564,44.98917177,44.09674266,42.62550993,43.41576144,42.65208293,42.80837344,,,,,,37.02922371,36.02654343,39.27498484,38.26136435,36.24554491,32.2800214,36.71433987,40.00675142,38.13797422,36.8356755,40.69722807,56.97029638,57.92957159,56.65597393,58.42088861,57.76618495,58.57180659,60.16057177,56.96411403,65.9431409,59.70360482,67.40825227,69.50634273,70.159731,68.04411777,68.1771019,52.2130113,49.57777733,49.57330652,51.93323975,57.94604061,57.35611137,80.16891083,86.38935701,76.70320243,74.29828444
Bhutan,BTN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,14.38047734,16.24340616,14.43102098,12.74406451,13.64036393,15.81439791,18.56624113,24.55701791,29.27041176,29.23712072,27.96167193,33.45967531,33.39509944,32.85930283,30.87596291,39.40583072,37.00682235,37.30146975,34.32967935,32.65490901,28.00141116,25.24171376,22.92023196,24.35683941,29.65184016,36.4043943,51.81293031,52.35712697,46.59897731,42.46629309,39.38704524,37.92320187,35.78810979,37.43436594,34.18934141,31.536091,27.12283391,28.44640802,29.18971919,31.45750326,28.06563551,29.19874069,25.49883996,28.3283362,
Botswana,BWA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.27563603,27.21632299,27.92603926,28.99444334,28.81100983,31.70731707,29.26829268,24.61384796,23.05263158,22.77227723,24.6555475,33.14977974,37.37214792,38.83151372,40.92329887,43.59413668,50.38639876,50.90072321,52.06053789,54.12301706,53.05924444,49.705064,54.56198268,62.08344675,60.81127215,66.29104882,68.33084948,75.12956509,70.52194053,59.22459785,55.05540706,53.02951416,48.1795631,47.0957972,47.82239868,50.83649784,53.82844448,60.88073855,49.2891721,55.19726829,51.83181007,48.65760824,52.15742678,48.82685783,49.61378778,52.92355354,51.78082676,56.47996293,46.94690466,35.83366186,42.14433151,44.23639792,48.11502383,61.37976175,61.28296789,53.09089734,54.61135476,42.92004249,44.22814392,37.08781766,31.29036628,41.91255216,43.54361178,32.24985829,26.0469934
Central African Republic,CAF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.27272448,26.49006579,24.59016513,25.23659242,28.44826939,27.10026829,28.35051546,26.30272953,34.31229775,27.33466412,31.93849789,29.79923294,24.93480069,28.61804186,27.73682389,21.13034658,22.18686626,25.2043977,23.42031763,22.43256736,25.22154522,24.38344999,22.17775213,24.14899931,23.39399426,22.00851896,18.18642624,17.84414116,17.74475246,20.30388635,17.06746887,17.58667102,16.8657,17.09955455,23.39941089,22.22094496,21.47038628,26.88428026,22.65688657,19.22365028,20.37221359,17.15725384,15.96270494,18.23600384,13.99791751,13.36275333,14.31600515,14.11532742,11.0036647,9.841649902,11.62580107,13.1278201,11.550133,14.97295479,16.67578759,17.06766062,14.82187966,17.25977376,15.94003,15.75538,15.17248,13.22746,12.3005,14.44082621,15.45697383
Canada,CAN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,17.58291908,17.57222456,17.93188975,18.98490604,18.29195737,19.06096388,19.93935994,20.82291735,20.84412087,21.84432279,20.99567959,21.21390058,22.68899885,23.99365126,21.95978411,21.68275246,22.70204764,24.53095689,26.32851352,27.50749862,26.3846584,25.19262921,24.92499691,27.93656085,27.54691247,26.98763838,26.0034196,26.05288932,25.046346,25.07429896,24.35331653,26.19913256,29.14259936,32.78158824,36.09805428,37.09843993,38.13297019,40.02917476,41.861185,44.20923582,42.03995509,40.05865859,36.8659852,37.32777131,36.85670732,35.40245922,34.22955516,34.39500555,28.51583432,29.16738193,30.67839192,30.35302552,30.33193867,31.73657587,31.84996096,31.50257241,31.45441015,32.32540373,32.35269582,29.47364723,31.1750783,33.94319067,33.3498761,32.46133534
Central Europe and the Baltics,CEB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.56513592,32.63202004,34.92340432,35.17023443,35.11748403,38.50898141,39.00633041,39.0797196,41.64744872,45.26775639,46.59851234,50.09685645,50.61921239,49.73482716,46.61406382,52.1010462,56.41993611,58.57165461,60.13662899,61.05909898,61.14088009,62.21282365,63.3190029,62.8389527,61.72154404,58.62583871,63.07330562,68.5370805,62.7377465,58.33699015
Switzerland,CHE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,41.31439078,39.24512783,38.64107909,38.99336139,41.01770453,39.6075938,42.36339503,46.21869897,44.2425389,44.54409727,46.32151828,48.24502308,44.383567,43.10068394,47.29639347,47.76846125,43.95237554,41.20233715,42.3775688,44.81487631,41.35819829,39.81663502,40.73221967,40.81411746,40.06459797,40.0197083,41.02778787,46.49448081,45.99468324,46.78101479,51.43772288,50.20269648,48.55964116,47.72071843,51.2999853,53.85417403,56.60918522,61.55281455,63.12931869,58.00966904,64.83762827,66.44992365,67.77737305,72.06821362,65.33727002,63.82895575,66.81772593,66.34849019,67.4781861,66.96539368,64.09555716,71.11923292,76.13976777,73.33315877,72.15894477
Channel Islands,CHI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.74271859,11.12951893,11.08606453,12.05803001,12.0441503,13.11580837,14.15400488,13.87549794,13.52093434,15.89564246,14.17460333,10.71613323,9.382471252,12.98475218,19.09155869,23.52453984,23.52108117,19.30299696,19.35774624,21.68694632,21.26844844,15.24666335,18.44225615,23.11907085,22.45528727,25.9350262,26.89223869,27.89912737,32.30935359,33.51526295,32.21194492,30.98487948,28.59507048,25.5450555,27.25301798,28.4806033,25.9504475,25.87800427,25.14358142,28.30911389,30.12375388,31.84731127,32.25722035,35.06097453,39.68574951,40.17557201,43.8656742,45.1298519,41.16256079,37.1156348,37.90399432,37.68978027,33.8455905,32.08746359,33.00390297,29.19107949,27.92315811,28.33137683,28.52904474,27.87466776,31.33039024,31.99279527,35.60662827,30.81106207,33.72332117
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,3.146497017,3.001477244,3.181878092,3.279427154,3.241055882,3.183686449,3.084547788,2.95280115,2.979276349,2.773264095,2.451911739,2.71152735,3.106305459,4.294531983,4.994561184,4.871822324,4.825391652,4.720213823,7.210921733,7.818969614,10.13419675,12.41982818,10.99864904,9.499536612,9.508536864,8.321298569,8.696215886,12.46012483,14.35771704,11.82350493,13.58826412,14.44503231,15.60024102,16.63399752,18.45157783,17.86242917,17.82471046,19.36929459,18.19922675,18.00069059,20.68159936,20.07768738,22.35182337,26.60237385,30.60971625,33.36879775,35.52684687,34.90669562,32.0925136,24.33077181,26.72274515,26.15188289,25.07670433,24.16334309,23.07197669,20.93906422,19.20365074,19.33563017,18.7705198,18.05570696,18.20358217,19.52624222,20.29773169,19.10247172,20.02291664
